velocity_ms,target_range_m,real_elevation_deg,model_elevation_deg,real_drift_deg,model_drift_deg,actual_range_m,elevation_error_deg,range_error_m
380,4700.0,12.307133544,22.023065437499998,0.2578310099999999,0.0,4695.659686930855,9.715931893499999,-4.3403130691449405
380,700.0,1.4553128119999998,,0.02864789,,,,
380,4800.0,12.63371949,23.276410625,0.263560588,0.0,4794.757416076367,10.642691135,-5.242583923632992
380,7600.0,65.844310376,,3.621093296,,,,
380,8100.0,63.466535506,,3.162727056,,,,
380,7800.0,24.482486794,,0.5729578,,,,
380,9800.0,40.273203761999994,,1.1459156,,,,
380,800.0,1.678766354,,0.0343774679999999,,,,
380,400.0,0.819329654,,0.0171887339999999,,,,
380,6700.0,69.511240296,,4.629499023999999,,,,
380,3600.0,8.898034634,12.62297653125,0.183346496,0.0,3577.867054610055,3.72494189725,-22.13294538994478
380,5700.0,15.733421188,,0.338045102,,,,
380,7900.0,64.452022922,,3.3403439739999996,,,,
380,8900.0,58.808388592,,2.503825586,,,,
380,9300.0,55.737334784,,2.17723964,,,,
380,2000.0,4.514907463999999,,0.091673248,,,,
380,200.0,0.406800038,,0.005729578,,,,
380,5100.0,13.63639564,28.289791375,0.2864789,0.0,5096.624458726746,14.653395735,-3.3755412732543846
380,3100.0,7.459910555999999,10.11628615625,0.154698606,0.0,3130.8868162964486,2.6563756002500014,30.886816296448615
659,800.0,0.5500394879999999,,0.0171887339999999,,,,
659,4300.0,3.5752566719999996,,0.108861982,,,,
659,12100.0,70.112845986,,6.440045672,,,,
659,12300.0,17.836176314,,0.5786873779999999,,,,
659,5700.0,5.168079356,9.489613562499999,0.154698606,0.0,5652.811858985213,4.321534206499999,-47.18814101478711
659,2300.0,1.707414244,,0.051566202,,,,
659,15000.0,63.615504534,,4.033622912,,,,
659,16700.0,57.725498349999995,,3.0309467619999997,,,,
659,13400.0,67.545995042,,5.150890622,,,,
659,10600.0,13.596288594,,0.435447928,,,,
659,17400.0,53.875221933999995,,2.5783101,,,,
659,9300.0,10.846091154,,0.34377468,,,,
659,4200.0,3.472124268,,0.103132404,,,,
659,13200.0,67.96998381399999,,5.317048384,,,,
659,14400.0,24.276221986,,0.813600076,,,,
659,15500.0,28.407247724,,0.97402826,,,,
659,16000.0,30.561569051999996,,1.065701508,,,,
659,5400.0,4.807115942,8.549604671875,0.14323945,0.0,5383.6795961742355,3.7424887298750003,-16.320403825764515
659,7400.0,7.522935914,19.5163750625,0.2349126979999999,0.0,7411.864854737528,11.9934391485,11.864854737527821
659,14900.0,63.890524277999994,,4.09664827,,,,
659,7600.0,7.832333125999999,22.023065437499998,0.2463718539999999,0.0,7648.384224117996,14.1907323115,48.38422411799638
659,13500.0,67.32827107799999,,5.07067653,,,,
659,16100.0,60.13192111,,3.386180598,,,,
659,17600.0,52.276669672,,2.417881916,,,,
659,15100.0,26.825884195999997,,0.911002902,,,,
659,5200.0,4.566473666,7.922932078124999,0.1375098719999999,0.0,5187.697173434295,3.356458412124999,-12.30282656570489
659,9900.0,12.066491267999998,,0.383881726,,,,
659,16000.0,60.487154946,,3.4434763779999997,,,,
659,11400.0,71.30459821,,7.442721822,,,,
659,10600.0,72.50780959,,9.05273324,,,,
659,17200.0,37.12766544,,1.3693691419999998,,,,
659,15200.0,27.209765922,,0.928191636,,,,
659,10800.0,14.060384412,,0.452636662,,,,
659,12500.0,18.386215802,,0.595876112,,,,
320,6700.0,26.069579899999997,,0.567228222,,,,
320,4200.0,13.888497072,27.036446187499998,0.269290166,0.0,4199.469692895712,13.147949115499998,-0.5303071042881129
320,7900.0,36.692217512,,0.911002902,,,,
320,8000.0,50.70103572199999,,1.615740996,,,,
320,4800.0,72.22133069,,5.546231504,,,,
320,6500.0,24.831991052,,0.532850754,,,,
320,3200.0,10.118434748,15.12966690625,0.1890760739999999,0.0,3191.2562850552,5.0112321582499995,-8.743714944800104
320,3100.0,9.763200912,14.5029943125,0.183346496,0.0,3113.865600944203,4.7397934005,13.865600944202924
320,8000.0,38.336606398,,0.97402826,,,,
320,7500.0,32.120014268,,0.750574718,,,,
320,2000.0,6.033245633999999,7.6095957812499995,0.108861982,0.0,2014.964080924207,1.5763501472500003,14.96408092420711
320,5400.0,19.05084685,,0.383881726,,,,
320,8100.0,40.611248864,,1.0714310859999998,,,,
320,5500.0,69.26486844200001,,4.199780673999999,,,,
320,6900.0,61.564315609999994,,2.652794614,,,,
320,1400.0,4.131025737999999,,0.074484514,,,,
320,1800.0,5.38580332,6.35625059375,0.097402826,0.0,1756.151324072172,0.9704472737499996,-43.848675927828026
320,6400.0,64.664017308,,3.12262001,,,,
320,7000.0,60.87676625,,2.561121366,,,,
320,600.0,1.7188734,,0.02864789,,,,
320,6100.0,66.314135772,,3.4377468,,,,
320,2100.0,6.35983158,8.236268375,0.11459156,0.0,2135.510619766958,1.876436795,35.510619766957916
320,3000.0,9.407967075999998,13.876321718749999,0.17188734,0.0,3032.6331325435917,4.4683546427500005,32.63313254359173
320,7600.0,55.909222124,,2.028270612,,,,
346,5300.0,16.398052235999998,,0.338045102,,,,
346,4900.0,14.851066175999998,,0.3036676339999999,,,,
346,4300.0,12.656637802,23.276410625,0.252101432,0.0,4336.305663660244,10.619772823,36.305663660244136
346,8600.0,35.849969546000004,,0.922462058,,,,
346,1100.0,2.790304486,,0.051566202,,,,
346,2800.0,7.694823254,10.11628615625,0.148969028,0.0,2759.208242779531,2.42146290225,-40.79175722046921
346,8700.0,52.265210516,,1.816276226,,,,
346,6500.0,21.589049904,,0.4698253959999999,,,,
346,3400.0,9.59704315,14.5029943125,0.183346496,0.0,3443.1308873651546,4.905951162500001,43.13088736515465
346,5600.0,71.212924962,,5.190997668,,,,
346,1000.0,2.526743898,,0.045836624,,,,
346,700.0,1.741791712,,0.0343774679999999,,,,
346,8100.0,58.24116037,,2.3663157139999997,,,,
346,7900.0,29.581811213999995,,0.6990085159999999,,,,
346,7900.0,59.713661916,,2.538203054,,,,
346,5900.0,70.04982062799999,,4.681065226,,,,
346,4500.0,13.372835052,25.783101,0.269290166,0.0,4502.095103598603,12.410265948,2.095103598602691
346,5400.0,71.946310946,,5.603527283999999,,,,
346,3300.0,9.276186782,13.249649125,0.1776169179999999,0.0,3267.2750782874487,3.9734623429999996,-32.72492171255135
346,2000.0,5.29985965,6.35625059375,0.097402826,0.0,1982.3478896187376,1.0563909437499994,-17.652110381262446
346,8600.0,53.54290641,,1.913679052,,,,
346,8400.0,33.695648218,,0.842247966,,,,
346,8500.0,34.715513101999996,,0.882355012,,,,
